title,positionInfo,model,area,direction,zhuangxiu,floor,create_time,floor_type,totalPrice,unitPrice
上府二期精装修边套 次价格带车位 中高楼层视野很棒,阳光城上府,,,,,,,,450,"50,779"
滨江新出大三房，刚需客户可以了解下,人民路25号,,,,,,,,290,"28,711"
滨康地铁口，满五唯一大四房户型，楼层好，采光好,温兴风情苑,,,,,,,,510,"33,595"
原户型三房。物业龙湖诚心出售满五年,云厦连园,,,,,,,,395,"45,071"
西边套，诚心出售，价格可谈，楼层适中,铁岭花园,,,,,,,,290,"31,413"
三房两卫，边套户型，不临路，诚心出售,阳光城上府,,,,,,,,375,"42,178"
双地铁口，出行方便，配套齐全，精装修可以直接入住,阳光城上府,,,,,,,,385,"43,051"
三房户型带阳台！保养好，户型方正！,铁岭花园,,,,,,,,290,"33,950"
1号和5号双地铁滨康路站旁  房东诚心卖的,玲珑府,,,,,,,,140,"27,296"
交通便利 500米内双地铁 ，精装修loft公寓,玲珑府,,,,,,,,116,"24,122"
两房一卫简装温馨小户型，满足小年轻舒适的蜗居生活,中天官河锦庭,,,,,,,,380,"52,077"
此房满五年，业主自住精装修，楼层好，采光好,中天官河锦庭,,,,,,,,380,"51,687"
此房楼层好，格局好，视野宽阔，采光充足！近滨江，,万科金辰之光,,,,,,,,596,"46,603"
业主诚心出售   此房满五唯一   精装拎包入住,瑞立东方花城,,,,,,,,480,"55,537"
户型方正三房，诚心出售好房源。,云厦连园,,,,,,,,445,"50,317"
官河锦庭刚需两房，业主置换诚心出售,中天官河锦庭,,,,,,,,370,"51,021"
1号线和5号线滨康路双地铁口，滨江品质，户型方正。,时代滨江悦,,,,,,,,727,"56,480"
阳光城上府，高楼层精装3房，业主诚意出售,阳光城上府,,,,,,,,380,"43,114"
低总价三房公寓  诚心出售  价格可以谈,玲珑府,,,,,,,,140,"25,826"
品悦府  中式花园洋房  满五  大露台  低密度容积,歌山品悦府,,,,,,,,650,"50,345"
此房满五唯一，户型采光都比较好，房东诚心出售.,铁岭花园,,,,,,,,368,"35,263"
滨江 大五房 自带露台 顶跃 户型方正 采光充足,温兴风情苑,,,,,,,,860,"34,720"
户型方正，大阳台，诚心出售，精装修，万科物业,万科金辰之光,,,,,,,,420,"47,223"
房子一直是自己住的   装修保养的不错,兴耀鑫都汇,,,,,,,,155,"31,543"
"金辰之光精装小三房,低总价,楼层好",万科金辰之光,,,,,,,,395,"50,229"
采光通风好，套内得房率高，隐蔽储,人民路10号,,,,,,,,235,"38,856"
固陵路 新上好房！此房满五年省税费视野开阔楼层好！,固陵路,,,,,,,,225,"37,847"
固陵路好房！此房满五年省税费，视野开阔楼层好,固陵路,,,,,,,,245,"37,172"
自住精装修，中楼层，次新小区，环境好,中天官河锦庭,,,,,,,,385,"52,900"
1号线和5号线滨康路双地铁口，滨江品质，户型好,时代滨江悦,,,,,,,,850,"60,928"
复式四房好楼层 无遮挡 不沿街,阳光城上府,,,,,,,,630,"50,901"
适合刚需  业主诚心卖   领包入住  看房方便,温兴风情苑,,,,,,,,350,"37,631"
交通便利 500米内双地铁 ，精装修房 ，拥有阁楼,玲珑府,,,,,,,,550,"68,630"
此房诚心出售，大户型4房的边套户型，看房方便,云厦连园,,,,,,,,630,"45,046"
西兴大三房，边套好户型，小区氛围好,温兴风情苑,,,,,,,,450,"42,797"
近北塘河公园 大四房 风情苑房东诚售！,温兴风情苑,,,,,,,,560,"34,783"
满五不唯一朝南双阳台精致小户型,欣盛东方郡东区,,,,,,,,460,"77,953"
满五唯一 精装修 楼层好 视野开阔 诚心出售,欣盛东方郡西区,,,,,,,,590,"66,203"
世贸智慧之门，带阳台，边套户型，一层4户,世茂智慧之门,,,,,,,,165,"37,322"
明月江南三开间朝南的全明户型，中间楼层，采光视野好,绿城明月江南,,,,,,,,660,"74,467"
东方郡夹边套高楼层两房，采光楼层好,欣盛东方郡西区,,,,,,,,600,"67,583"
会呼吸的科技住宅，高楼层，次新小区，恒温恒湿,滨江金茂府,,,,,,,,1800,"116,505"
会呼吸的科技住宅，次新小区，恒温恒湿，配套齐全,滨江金茂府,,,,,,,,2130,"114,008"
精装大四房，边套户型，好楼层，采光好，,新州花苑,,,,,,,,848,"55,746"
三房户型 房东诚心出售，交通配套齐全 龙湖天街边,中兴花园百合苑,,,,,,,,580,"52,704"
房东诚心出售，生活配套完善，出行方便,湘云雅苑,,,,,,,,386,"46,063"
新州花苑大三房，银泰旁，边上市企业多，近江南实验,新州花苑,,,,,,,,800,"53,114"
奥体和滨江区政府双板块，地段成熟，配套全，近钱塘江,缤纷北苑,,,,,,,,450,"36,753"
精装修，银泰旁，看房方便 提包入住,迎春小区,,,,,,,,538,"51,622"
满五唯一，三楼带露台 有钥匙看房方便,钱塘春晓,,,,,,,,830,"60,233"
南北通透。交通便利。配套齐全。满五年,温馨人家,,,,,,,,700,"64,003"
此房满五年，飞机户型，南北可以通气通风 ，交通方便,湘云雅苑,,,,,,,,380,"36,578"
钱塘江边50米，江景房，地段好  奥体旁次新小区！！,寰宇天下,,,,,,,,635,"71,133"
会呼吸的科技住宅，高楼层，次新小区，恒温恒湿,滨江金茂府,,,,,,,,1800,"116,505"
会呼吸的科技住宅，次新小区，恒温恒湿,滨江金茂府,,,,,,,,2150,"114,618"
滨江银泰旁70年低密度小高层住宅，地铁口 交通便利,迎春北苑,,,,,,,,520,"51,323"
次新小区，科技恒温，中楼层，视野宽阔，南北通透,滨江金茂府,,,,,,,,2200,"117,284"
小区正中间楼栋，次新房，北门直通地铁口，楼层视野好,阳光城上府,,,,,,,,650,"49,924"
楼层美丽的精装边套四房，静待有缘人。,万科金辰之光,,,,,,,,470,"52,839"
三开间朝南，明年三月满五唯一，诚心出售,中天官河锦庭,,,,,,,,560,"62,480"
万科金辰之光精装修三房，楼层好，诚心出售,万科金辰之光,,,,,,,,386,"48,088"
风情苑 满二 大四房 房东诚心出售,温兴风情苑,,,,,,,,500,"31,449"
三房loft带露台，卧室通露台，滨康双地铁口，精装次新,玲珑府,,,,,,,,123,"26,892"
玲珑府公寓业主诚心出售   看房联系我,玲珑府,,,,,,,,128,"25,698"
精装修  飞机户型，得房率高。满五年,瑞立东方花城,,,,,,,,1000,"58,614"
星光大道上 房东急卖  精装修拎包入住,星光国际公馆,,,,,,,,105,"19,834"
"精装Loft,拎包入住,诚心出售,交通方便",海威新界,,,,,,,,235,"51,502"
4.79米层高，精装Loft，宽敞阳台，拎包入住，,海威钱塘之星,,,,,,,,299,"46,057"
星耀中心，4.79层高，大理石调控大堂，3层一休息大厅,星耀中心,,,,,,,,305,"47,324"
精装修全屋地暖 小三房可拎包入住业主诚心,龙湖春江郦城,,,,,,,,750,"85,315"
钱塘春晓大厦，区政府，10楼以下办公，10到15层为公寓,钱塘春晓大厦,,,,,,,,175,"30,606"
郦城公馆好房，房东诚心出售采光无影响,龙湖郦城公馆,,,,,,,,195,"36,361"
星耀星澜之城 1室1厅 北,星耀星澜之城,,,,,,,,160,"45,468"
江景好房看房方便，业主诚心出售~,金铂湾,,,,,,,,145,"33,227"
此房精装修，楼层中间，景观视野好，业主诚心出售！,江南星座,,,,,,,,155,"18,574"
1号6号双线地铁 带阳台 交通便利,星耀星澜之城,,,,,,,,218,"49,840"
楼层视野好，业主割爱出售，寻找下一位有缘业主,世茂智慧之门,,,,,,,,140,"33,768"
楼层好的精装修公寓，业主诚心出售,星耀星澜之城,,,,,,,,260,"47,698"
6号线地铁口350米 看房方便,世茂智慧之门,,,,,,,,170,"37,820"
此房为商品房，一线江景，视野开阔,江滨澜廷,,,,,,,,360,"42,939"
本房精装修交付，家具齐全，可拎包入住,中赢云际,,,,,,,,200,"39,340"
温馨人家低总价必看房源，刚需两房，业主诚心,温馨人家,,,,,,,,560,"62,085"
满五唯一 总价低 楼层好 采光好 业主诚心出售,湘云雅苑,,,,,,,,295,"57,461"
精装修，总价低视野好，可以看江景,金铂湾,,,,,,,,120,"27,498"
公寓中滨江这边品质*高的小区了，环境fei常的清净。,星耀星澜之城,,,,,,,,180,"49,397"
本房开发商统一精装，4.79米Loft朝南带阳台，双地铁口,星耀星澜之城,,,,,,,,238,"47,524"
金铂湾 滨江区政府 大平层 精装修  拎包入住,金铂湾,,,,,,,,170,"25,234"
距钱塘江不到200米，开发商统一精装公寓，次新房,金铂湾,,,,,,,,190,"28,203"
江南小户型 楼层高 视野广阔光线好,瑞立中央花城,,,,,,,,405,"75,126"
一线江景 业主自住精装修 视野好 看房方便,金铂湾,,,,,,,,190,"43,539"
滨江区政府，地铁口楼下配套齐全，交通便利,中赢康康谷,,,,,,,,180,"39,405"
一线江景房 面积大 视野好 看房方便,金铂湾,,,,,,,,190,"43,539"
君尚金座 2室2厅 南 西南,君尚金座,,,,,,,,210,"44,351"
不需要购房资格的 大面积双拼公寓,君尚金座,,,,,,,,270,"44,205"
金铂湾一线江景平层公寓，精装修，可直接入住,金铂湾,,,,,,,,220,"43,825"
开发商一手精装公寓，拎包入住的,金铂湾,,,,,,,,150,"34,373"
滨江长河、白马湖动漫广场，总价低户型正采光好,白马湖小区鸿雁苑,,,,,,,,245,"30,706"
中间楼层的飞机户型，采光视野很好，房东诚心出售,中南白马湖壹号,,,,,,,,410,"46,842"
房子楼下就是商铺，南北通透户型，采光视野无遮挡,冠山小区,,,,,,,,382,"38,010"
冠山小区 3室1厅 南 北,冠山小区,,,,,,,,300,"28,899"
夹边套南北通透实际使用面积大功能区都是大落地窗,中南白马湖壹号,,,,,,,,385,"43,254"
四叶草户型，得房高，满五年，房东诚心出售,白马湖小区孔雀苑,,,,,,,,462,"29,931"
白马湖小区  东边套精装3室 诚心出售看湖风景,白马湖小区白鹤苑,,,,,,,,315,"31,269"
中南白马湖壹号 3室2厅 南,中南白马湖壹号,,,,,,,,400,"45,579"
此小区绿城物业。简单装修  次新小区,中南白马湖壹号,,,,,,,,325,"47,978"
白马湖小区小户型，带阁楼，满五,白马湖小区孔雀苑,,,,,,,,250,"49,861"
风景蝶院观园 东边套 2房+书房 可免双税,保亿风景蝶院观园,,,,,,,,320,"37,480"
南北通方正户型，自住精装修，拎包入住,江南铭庭,,,,,,,,320,"36,948"
热卖南北通全明2房，自住精装修，保养好，采光无遮挡,风景蝶院留园,,,,,,,,349,"40,324"
次新小区小面积2房  自住精装修  楼层位置号  诚售,中南白马湖壹号,,,,,,,,338,"49,897"
此房业主诚心出售  看房方便 价格可谈,湖漫雅筑,,,,,,,,400,"44,663"
白马湖壹号排屋，绿城物业，房东诚售，看房方便,中南白马湖壹号,5室2厅,184.63平米,南,毛坯,1层,板楼,联排别墅,1850,"100,201"
东边套三房户型，三房朝南，采光无影响,风景蝶院留园,,,,,,,,535,"37,138"
精装修 楼层好 价格可谈 业主自住 ....,风景蝶院留园,,,,,,,,338,"40,446"
满五唯一，交通便利，环境优雅，生活便捷,保亿风景蝶院观园,,,,,,,,330,"37,008"
白马湖旁，中南建设高品质住宅，边套大3房，诚心出售,中南白马湖壹号,,,,,,,,550,"45,406"
此小区绿城物业。纯毛坯没有住过次新房。,中南白马湖壹号,,,,,,,,340,"42,591"
两开间朝南的小户型，楼下已做两房两厅，有图可参考,保亿风景蝶院观园,,,,,,,,230,"39,608"
高品质三房户型 采光可戴墨镜来看 户型朝南,中南白马湖壹号,,,,,,,,340,"41,929"
房东诚心出售，小区环境优美，居住舒适度高。,冠山小区,,,,,,,,320,"32,145"
南北通大三房，高楼层，采光棒，视野佳，先看同户型！,湖漫雅筑,,,,,,,,420,"47,641"
风景蝶园边套好楼层好全明户型满五年,风景蝶院留园,,,,,,,,352,"39,887"
满五唯一，楼层高，视野开阔，全明格局，标准两房,风景蝶院留园,,,,,,,,330,"38,252"
此房业主诚心出售 看房方便 价格可谈,天官路15号,,,,,,,,340,"27,553"
跃层户型，诚心出售，欢迎咨询好房。,朗庭公馆,,,,,,,,300,"19,868"
冠山小区 中间楼层三房诚心出售,冠山小区,,,,,,,,380,"31,204"
奇数层，套内实用面积大，房子楼层跟面积大,中海定山府,,,,,,,,330,"38,142"
满五唯一 中楼层西边套户型，采光好，视野开阔,融创瑷骊山,,,,,,,,799,"36,723"
两梯两户 偶数层 满两年 税少 *面积多,中海定山府,,,,,,,,280,"31,521"
南北通风 格局方正 满五年  采光好,佳兆业玖珑山,,,,,,,,570,"44,619"
出行方便，地铁6号线口子旁，看房方便,钱江之江新天地,,,,,,,,50,"19,187"
三房户型，小高层，密度低，房东诚心出售,东日晴好,,,,,,,,320,"35,623"
业主自住精装三房，可以直接拎包入住，随时看房,天阳云筑,,,,,,,,330,"38,422"
次顶楼视野，精装自住，拎包入住，价格可谈~,中海定山府,,,,,,,,320,"37,445"
安静不吵中间楼层，满五唯一免个税，自住精装修，诚售,赞成岭上花苑,,,,,,,,415,"31,983"
东边套带车位，视野宽阔，采光充足。适宜居住,赞成岭上花苑,,,,,,,,520,"35,649"
东边套高楼层，全明户型自住精装修，房东诚心出售的。,赞成岭上花苑,,,,,,,,410,"28,129"
新上房源 绿城物业，马上满五 精装修，诚心出售,梧桐燕庐,,,,,,,,315,"35,739"
中间楼层，前排洋房 采光好 无遮挡 诚心出售,中天之江诚品,,,,,,,,399,"45,752"
中天之江诚品中间套 三开间朝南，户型正气 诚心出售,中天之江诚品,,,,,,,,400,"45,076"
满五年 双地铁 品质小区 自住精装带地暖 诚心出售,佳兆业玖珑山,,,,,,,,520,"40,127"
满五唯一，两梯两户，自主装修，诚心卖,中海定山府,,,,,,,,298,"34,443"
满五年 视野无遮挡，户型方正，诚心出售,云溪香山,,,,,,,,468,"34,504"
东边套，采光好。 业主精装修，带阳台,之江富城,,,,,,,,103,"18,886"
此房业主诚心出售，小区环境好，户型好，价格可谈,中海定山府,,,,,,,,600,"36,115"
云栖小镇阿里巴巴国际青年社精装公寓 即买即住即收租,钱江之江新天地,,,,,,,,180,"18,323"
篁外两梯两户，低总价，适合刚需家庭~看房方便,中海定山府,,,,,,,,310,"34,879"
小区环境好#房东诚心出售的#看房提前预约,融创瑷骊山,,,,,,,,278,"37,543"
南区 采光视野好 精装修 诚心卖,云溪香山,,,,,,,,360,"38,213"
采光好 诚心出售 配套齐全 交通便利,融创瑷骊山,,,,,,,,187,"49,934"
两房户型 中间楼层 小面积 近地铁 美院旁,中天之江诚品,,,,,,,,330,"42,997"
次新品质小区 楼层佳 采光好 诚心出售,中天之江诚品,,,,,,,,345,"44,952"
偶数层标准正气户型，自住精装修，产权满五年,朗郡庭园,,,,,,,,378,"44,005"
绿城物业，品质小区，业主诚心出售,绿城之江1号,,,,,,,,320,"40,111"
采光好带阳台 进地铁总价低 潜力大,钱江之江新天地,,,,,,,,52,"17,421"
地铁口不限低总价项目，房东诚意出售的，看房也方便,钱江之江新天地,,,,,,,,66,"21,346"
采光充足 视野宽阔 精装修 诚心出售,钱塘ONE,,,,,,,,135,"32,205"
1楼带负一楼，下沉式花园 诚心卖,中海定山府,,,,,,,,430,"54,431"
转塘美院旁马也美上 一居室 精装修  诚心出售,马也美上,,,,,,,,72,"14,295"
西湖区地铁口   楼层好  视野开阔 诚心出售,西湖国际茶博城,,,,,,,,99,"16,046"
云栖小镇阿里巴巴国际青年社精装公寓 即买即住即收租,钱江之江新天地,,,,,,,,63,"19,028"
"精装公寓,楼层好,采光充足,配套齐全",之江富城,,,,,,,,86,"21,383"
精装修  2室1厅1厨1卫  房东诚售,钱江之江新天地,,,,,,,,120,"19,268"
开发商精装交付，带中空调地暖，小高层密度低，次新房,云都汇中心,,,,,,,,450,"50,756"
房东诚心出售，得房率高，楼层好，南北通，近地铁,天阳云筑,,,,,,,,350,"40,750"
开发商统一4200的装标，带中空调地暖，次新房看房方便,云都汇中心,,,,,,,,420,"47,793"
开发商精装 次新房 业主想尽快出售,云都汇中心,,,,,,,,340,"38,040"
四房二卫 品质小区 开发商精装  得房率高,钱江彩虹府,,,,,,,,500,"50,674"
佳兆业玖珑山 3室2厅 南 北,佳兆业玖珑山,,,,,,,,400,"33,577"
星云 1室1厅 南,星云,,,,,,,,140,"29,094"
房子朝向好，视野好，采光足，交通方便，配套成熟,金街美地,,,,,,,,146,"19,998"
房子是次新房，没有 住过，客厅带阳台，精装loft两房,奥莱金街,,,,,,,,155,"37,440"
距地铁 两百米左右 大阳台 自带奥特莱斯商场和物美,奥莱金街,,,,,,,,115,"26,541"
开发商精装，次新房 有阳台 4.79层高,奥莱金街,,,,,,,,119,"27,961"
朝南采光好，精装拎包入住，诚心出售,星云,,,,,,,,135,"27,882"
视野宽阔，配套齐全，牵手学军 ，总价低,朗郡庭园,,,,,,,,210,"39,445"
自住精装 中上楼层 采光好 诚心出售,中天之江诚品,,,,,,,,310,"40,391"
满五唯一，拎包入住，房东诚心卖,中海定山府,,,,,,,,310,"36,317"
开发商精装带地暖，三开间朝南，客厅带阳台，全明户型,钱江彩虹府,,,,,,,,405,"48,203"
LOFT精装 地铁方便 诚心卖 ，看房方便，,星云,,,,,,,,162,"26,033"
美院北门  精装双钥匙  诚心出售,星光荟,,,,,,,,260,"49,002"
绿城之江1号30万精装，拎包入住，绿城物业,绿城之江1号,,,,,,,,430,"48,572"
杭州市西湖区之江板块 钱塘ONE,钱塘ONE,,,,,,,,99,"34,872"
美院北门  双钥匙精装公寓  拎包入住,星光荟,,,,,,,,260,"49,011"
地铁音乐学院站100米 边套视野好,赞成岭上花苑,,,,,,,,260,"41,264"
绿城精装修两房，户型方正，高挑楼层 ，拎包入住,绿城之江1号,,,,,,,,370,"46,378"
"钱塘湾中间楼层江景房采光好,loft朝南户型，房东诚售",钱塘ONE,,,,,,,,150,"35,783"
精装朝南一线江景房 视野好 楼层好,钱塘ONE,,,,,,,,142,"33,875"
房子朝东西，一线江景， 东西朝向，带阳台，自住投，,钱塘ONE,,,,,,,,130,"32,837"
品质小区 钱塘江边 绿城物业 诚心出售,钱塘ONE,,,,,,,,120,"28,626"
房子是次新房，没有 住过，客厅带阳台，精装loft两房,奥莱金街,,,,,,,,110,"26,758"
杭州市西湖区之江板块  钱塘ONE,钱塘ONE,,,,,,,,120,"28,626"
距地铁口两百米左右带阳台自带奥特莱斯商场和物美,奥莱金街,,,,,,,,130,"33,601"
奥莱金街，次新房，客厅带阳台，精装4.79loft两房,奥莱金街,,,,,,,,156,"38,481"
距地铁 两百米左右 大阳台 自带奥特莱斯商场和物美,奥莱金街,,,,,,,,130,"30,003"
钱塘one 临江酒店式公寓 开发商精装loft，中yang空调,钱塘ONE,,,,,,,,140,"33,397"
跃层户型 动静分离 环境优美 适宜居住,融创瑷骊山,,,,,,,,330,"37,348"
钱塘ONE 2室1厅 南,钱塘ONE,,,,,,,,200,"36,076"
钱塘江景房 4.79米挑高  精装2房 拎包入住,钱塘ONE,,,,,,,,110,"34,440"
绿城精装大三房，直接拎包入住，小区中间，视野无遮挡,绿城之江1号,,,,,,,,568,"51,292"
进口家具家电 全屋设计师设计装修 开放式厨房,绿城之江1号,,,,,,,,380,"48,768"
中间楼层带电梯 户型方正 看房方便 交通方便 近综合体,云溪香山,,,,,,,,310,"31,633"
采光充足 视野宽阔 精装修 诚心出售,钱塘ONE,,,,,,,,123,"29,419"
精装修loft 客厅挑高 整面落地窗,万美摩登中心,,,,,,,,98,"21,314"
杭州市西湖区之江板块 钱塘ONE,钱塘ONE,,,,,,,,79,"23,954"
西湖区 江景小区 一站滨江 绿城物业,钱塘ONE,,,,,,,,125,"29,819"
地铁口不限低总价项目，户型方正的，看房方便的。,钱江之江新天地,,,,,,,,135,"21,449"
此房朝南采光好，精装拎包入住，诚心出售,星云,,,,,,,,115,"23,845"
钱塘湾精装一室  业主诚心出售,钱塘ONE,,,,,,,,95,"44,622"
杭州市西湖区云栖小镇  星云公馆,星云,,,,,,,,135,"28,131"
钱塘湾精装一室  业主诚心出售,钱塘ONE,,,,,,,,95,"44,622"
公寓，楼层优，采光好，可看到钱塘..,钱塘ONE,,,,,,,,75,"22,742"
地铁口200米  精装loft公寓  高楼层 诚心出售,星云,,,,,,,,88,"25,252"
此房户型方正 采光充足 视野开阔 不沿马路 居住安静,钱江之江新天地,,,,,,,,80,"17,062"
钱塘one南向低价平层一线江景户型,钱塘ONE,,,,,,,,80,"24,258"
采光充足 视野宽阔 精装修 诚心出售,钱塘ONE,,,,,,,,78,"25,317"
"小区中间位置，纯正东边套，户型带大露台，,视野宽阔",朗郡庭园,,,,,,,,930,"34,165"
朝南高楼层，视野宽阔，采光好，配套齐全,朗郡庭园,,,,,,,,880,"35,517"
瑷骊山 中间楼层 东边套  毛坯房装修方便,融创瑷骊山,,,,,,,,680,"31,498"
绿城之江1号 大四房诚售 多房朝南 中楼层 可自装,绿城之江1号,,,,,,,,860,"45,980"
中海品质小区 楼层好 视野宽阔 阳光充足 适宜居住,中海定山府,,,,,,,,305,"35,732"
人车分流，小区配套设施齐全，环境优美,中海定山府,,,,,,,,950,"29,082"
楼层好单价低小区环境优美配套设施齐全上下层空中跃墅,中海定山府,,,,,,,,850,"25,834"
瑷骊山顶跃  视野好 诚心出售,融创瑷骊山,,,,,,,,918,"34,963"
精装修中yang空调，loft大空间有阳台，急卖出售,钱塘ONE,,,,,,,,73,"34,289"
江景房 采光充足 视野宽阔 精装修 诚心出售,钱塘ONE,,,,,,,,75,"22,742"
星云loft，大落地窗，精装自住，地铁400米，价格可谈,星云,,,,,,,,115,"23,964"
钱塘ONE 1室1厅 西,钱塘ONE,,,,,,,,80,"30,547"
瑷骊山一楼带花园   纯毛坯  看房方便,融创瑷骊山,,,,,,,,800,"42,257"
篁外山庄  精装四房  诚心出售,中海定山府,,,,,,,,580,"35,704"
云都汇中心 3室2厅 南,云都汇中心,,,,,,,,400,"44,758"
房东诚心出售 2房全明户型  看房方便 随便约,中天之江诚品,,,,,,,,300,"39,088"
禹洲滨之澜苑 4室2厅 南 北,禹洲滨之澜苑,,,,,,,,610,"50,318"
篁外精装修  三开间朝南带阳 中间楼层视野好 拎包入住,中海定山府,,,,,,,,550,"33,853"
满五年免综合税 四房朝南厅朝北 南北通,朗郡庭园,,,,,,,,910,"35,760"
地铁联排别墅自带车库，房东自述产证满五，整体采光好,中海定山府,5室3厅,312.97平米,南 北,简装,3层,板楼,联排别墅,1400,"44,733"
中间楼层，采光充足，东边套，上下跃层,中海定山府,,,,,,,,910,"27,658"
瑷骊山精装2房 朝南复式拎包入住，动静分离,融创瑷骊山,,,,,,,,310,"39,256"
小区环境优美，紧靠西湖高尔夫，处于别墅区,樱花小筑,4室2厅,177.23平米,南,简装,4层,板楼,独栋别墅,670,"37,804"
美上小公寓，中间楼层，采光充足，美院浙音旁，配套齐,马也美上,,,,,,,,75,"15,235"
之江1号西区 开发商精装修 满五 视野好,绿城之江1号,,,,,,,,1715,"47,220"
绿城物业#看房方便#精装修#房东诚心出售,绿城之江1号,,,,,,,,850,"45,665"
瑷骊山环境优雅，精装自住，直接入住,融创瑷骊山,,,,,,,,280,"31,129"
1楼带等面积地下室，实用面积250方，上下都是自住装修,中海定山府,,,,,,,,480,"35,235"
地铁口 精装公寓 边套  拎包入住,星云,,,,,,,,120,"31,679"
房子格局清爽，户型方正透气，小区间距大，适宜居住。,绿城之江1号,,,,,,,,410,"45,805"
业主换房诚心出售，包含精装家具,梧桐燕庐,,,,,,,,330,"37,505"
户型方正，阳光充足，大平层，学军就在小区南面,朗郡庭园,,,,,,,,890,"32,002"
毛坯简装可拆除地铁洋房区环境优美朝南东边户型无遮挡,融创瑷骊山,,,,,,,,800,"37,014"
业主自住精装修，诚心出售，看房方便,云溪香山,,,,,,,,480,"35,227"
绿城新出大四房户型 品质小区 品质物业 诚心出售,绿城之江1号,,,,,,,,700,"37,426"
视野宽阔，配套齐全，牵手学军，满五唯一,朗郡庭园,,,,,,,,400,"44,965"
钱江之江新天地 1室1厅 南,钱江之江新天地,,,,,,,,55,"15,994"
绿城精装大四房，直接拎包入住，小区中间，视野无,绿城之江1号,,,,,,,,1030,"55,069"
滨之江高楼层 三房两卫 精装修 视野好可看江,禹洲滨之澜苑,,,,,,,,395,"44,263"
3房3卫好户型，视野开阔采光好，看房方便,中海定山府,,,,,,,,560,"34,072"
高楼层江景房，全屋精装，品牌家具家电，看房方便,禹洲滨之澜苑,,,,,,,,550,"47,365"
封闭式小区 绿城物业 特殊户型 使用面积大,钱塘ONE,,,,,,,,170,"37,578"
奥莱金街，近地铁，精装带阳台loft，,奥莱金街,,,,,,,,85,"30,809"
次新房，开发商精装LOFT，客厅带阳台,奥莱金街,,,,,,,,153,"35,950"
杭州市西湖区云栖小镇 星云公馆,星云,,,,,,,,82,"23,530"
之江诚品196方跃层带大露台全明户型四房三卫诚心卖,中天之江诚品,,,,,,,,920,"46,808"
全明户型 采光好 视野开阔 看房方便，优质小区,云溪香山,,,,,,,,520,"31,335"
开发商精装，近地铁口，全明户型，采光好，楼层居中,钱江彩虹府,,,,,,,,380,"45,142"
金街美地 2室1厅 南,金街美地,,,,,,,,140,"19,562"
近地铁 精装修 环境好 诚心出售,天阳云筑,,,,,,,,320,"37,257"
户型房源少，四房两卫，大阳台，一线江景,钱塘ONE,,,,,,,,271.1,"30,003"
房子满五年，自住精装修拎包入住，绿城物业管理好,梧桐燕庐,,,,,,,,320,"36,368"
自住精装修，适合拎包入住，环境优雅,融创瑷骊山,,,,,,,,360,"40,233"
星云公寓 LOFT精装 地铁方便 诚心卖 ，地铁口房子,星云,,,,,,,,130,"27,089"
之浦路站 精装修 诚心出售 可谈,禹洲滨之澜苑,,,,,,,,625,"50,465"
洋房楼层好，房东诚心出售，视野开阔无遮挡，阳光充足,禹洲滨之澜苑,,,,,,,,700,"57,761"
西湖区三江汇双浦新区 全屋中 央空调地暖,钱江彩虹府,,,,,,,,386,"45,855"
钱塘ONE 3室2厅 南,钱塘ONE,,,,,,,,300,"30,362"
祥生云浦新语 次新小区 户型三开间朝南,祥生云浦新语,,,,,,,,480,"54,128"
金街美地 3室1厅 南,金街美地,,,,,,,,150,"19,608"
精装修#看房方便#三房两卫#小区环境好,禹洲滨之澜苑,,,,,,,,400,"45,193"
禹洲滨之江，洋房精装四室两厅两卫，之江大桥旁,禹洲滨之澜苑,,,,,,,,610,"48,653"
滨之江精装三房 楼层位置好 同户型价格实惠,禹洲滨之澜苑,,,,,,,,426,"47,588"
滨之澜苑精装洋房，开发商精装修，拎包入住，诚售,禹洲滨之澜苑,,,,,,,,720,"59,392"
业主急售 急售 少有奇数层户型视野开阔 从未入住过,禹洲滨之澜苑,,,,,,,,395,"44,623"
近美院，马也美上，朝南精装公寓，诚心出售，随时看房,马也美上,,,,,,,,95,"19,298"
钱塘one55方高楼层东边套一线江景带景观大阳台,钱塘ONE,,,,,,,,129,"23,421"
江景房   采光充足 视野宽阔 精装修 诚心出售,钱塘ONE,,,,,,,,68,"20,619"
地铁站口旁，3房全明，家具家电齐全，诚售，看房方便,钱江之江新天地,,,,,,,,140,"21,322"
蚂蚁金服旁，精装公寓，总价低。,禹洲滨之澜苑,,,,,,,,235,"29,887"
西湖区次新房 带阳台LOFT精装公寓,奥莱金街,,,,,,,,120,"27,695"
转塘地铁口，精装次新房，层高4米79，带阳台！,奥莱金街,,,,,,,,118,"30,249"
东边套户型，LOFT精装修，地铁方便 诚心卖,星云,,,,,,,,169,"26,946"
奥莱金街，朝南，loft层高4米79，近地铁,奥莱金街,,,,,,,,125,"30,304"
精装修带地暖，全明四叶草户型，带软装出售，看房方便,钱江彩虹府,,,,,,,,420,"50,084"
三立钱塘ONE 大4房2卫  精装LOFT 一线江景,钱塘ONE,,,,,,,,265,"31,650"
改善大户型 简装可塑性强 业主诚心出售,中海定山府,,,,,,,,520,"31,997"
钱江彩虹府 得房高 品质好 中上楼层 从未入住四室2卫,钱江彩虹府,,,,,,,,520,"52,739"
